1000079360	1000083455	フリービット株式会社
1000083456	1000084479	フリービット株式会社
1000084992	1000085503	フリービット株式会社
1000085504	1000085759	フリービット株式会社
1000086784	1000087039	フリービット株式会社
1000087040	1000087551	フリービット株式会社
1000087552	1000095743	フリービット株式会社
1000095744	1000112127	フリービット株式会社
1000112128	1000113151	フリービット株式会社
1000113152	1000113663	フリービット株式会社
1000113664	1000113919	フリービット株式会社
1000116224	1000120319	株式会社STNet
1000120320	1000128511	フリービット株式会社
1000128512	1000130559	フリービット株式会社
1000131584	1000132607	フリービット株式会社
1000132608	1000136703	フリービット株式会社
1000136704	1000140799	フリービット株式会社
1000144896	1000177663	フリービット株式会社
1000177664	1000194047	フリービット株式会社
1000202240	1000210431	フリービット株式会社
1000210432	1000341503	UCOM Corp.
1000734720	1000767487	Jupiter Telecommunication Co. Ltd
1000734720	1000800255	Jupiter Telecommunication Co. Ltd
1000767488	1000800255	Jupiter Telecommunication Co. Ltd
1000865792	1000898559	Jupiter Telecommunication Co. Ltd
1000865792	1000931327	Jupiter Telecommunication Co. Ltd
1000898560	1000931327	Jupiter Telecommunication Co. Ltd
1000931328	1000964095	Jupiter Telecommunication Co. Ltd
1000931328	1000996863	Jupiter Telecommunication Co. Ltd
1000964096	1000996863	Jupiter Telecommunication Co. Ltd
1000996864	1001013247	Jupiter Telecommunication Co. Ltd
1000996864	1001029631	Jupiter Telecommunication Co. Ltd
1000996864	1001062399	Jupiter Telecommunication Co. Ltd
1001013248	1001029631	Jupiter Telecommunication Co. Ltd
1001029632	1001046015	Jupiter Telecommunication Co. Ltd
1001029632	1001062399	Jupiter Telecommunication Co. Ltd
1001046016	1001062399	Jupiter Telecommunication Co. Ltd
1001062400	1001095167	Jupiter Telecommunication Co. Ltd
1001062400	1001127935	Jupiter Telecommunication Co. Ltd
1001095168	1001127935	Jupiter Telecommunication Co. Ltd
1002307584	1002373119	株式会社オプテージ
1002405888	1002422271	Nihon Network Service Co, .Ltd.
1008730112	1009778687	エヌ・ティ・ティ・コミュニケーションズ株式会社
1010302976	1010368511	株式会社オプテージ
1010368512	1010401279	株式会社オプテージ
1010401280	1010434047	株式会社オプテージ
1010434048	1010466815	Jupiter Telecommunication Co. Ltd
1010434048	1010499583	Jupiter Telecommunication Co. Ltd
1010466816	1010499583	Jupiter Telecommunication Co. Ltd
1010499584	1010532351	Jupiter Telecommunication Co. Ltd
1010499584	1010565119	Jupiter Telecommunication Co. Ltd
1010532352	1010565119	Jupiter Telecommunication Co. Ltd
1010565120	1010597887	Jupiter Telecommunication Co. Ltd
1010565120	1010630655	Jupiter Telecommunication Co. Ltd
1010597888	1010630655	Jupiter Telecommunication Co. Ltd
1010630656	1010663423	Jupiter Telecommunication Co. Ltd
1010630656	1010696191	Jupiter Telecommunication Co. Ltd
1010663424	1010696191	Jupiter Telecommunication Co. Ltd
1010696192	1010728959	Jupiter Telecommunication Co. Ltd
1010696192	1010761727	Jupiter Telecommunication Co. Ltd
1010728960	1010761727	Jupiter Telecommunication Co. Ltd
1010827264	1010892799	Softbank BB Corp.
1010827264	1015021567	Softbank BB Corp.
1010892800	1010958335	Softbank BB Corp.
1010958336	1011023871	Softbank BB Corp.
1011023872	1011089407	Softbank BB Corp.
1011089408	1011154943	Softbank BB Corp.
1011154944	1011220479	Softbank BB Corp.
1011220480	1011286015	Softbank BB Corp.
1011286016	1011351551	Softbank BB Corp.
1011417088	1011482623	Softbank BB Corp.
1011482624	1011548159	Softbank BB Corp.
1011613696	1011679231	Softbank BB Corp.
1011744768	1011810303	Softbank BB Corp.
1011810304	1011875839	Softbank BB Corp.
1011875840	1011941375	Softbank BB Corp.
1011941376	1012006911	Softbank BB Corp.
1012006912	1012072447	Softbank BB Corp.
1012072448	1012137983	Softbank BB Corp.
1012137984	1012203519	Softbank BB Corp.
1012203520	1012269055	Softbank BB Corp.
1012269056	1012334591	Softbank BB Corp.
1012334592	1012400127	Softbank BB Corp.
1012400128	1012465663	Softbank BB Corp.
1012465664	1012531199	Softbank BB Corp.
1012531200	1012596735	Softbank BB Corp.
1012596736	1012662271	Softbank BB Corp.
1012662272	1012727807	Softbank BB Corp.
1012727808	1012793343	Softbank BB Corp.
1012793344	1012858879	Softbank BB Corp.
1012858880	1012924415	Softbank BB Corp.
1012924416	1012989951	Softbank BB Corp.
1012989952	1013055487	Softbank BB Corp.
1013055488	1013121023	Softbank BB Corp.
1013121024	1013186559	Softbank BB Corp.
1013186560	1013252095	Softbank BB Corp.
1013252096	1013317631	Softbank BB Corp.
1013317632	1013383167	Softbank BB Corp.
1013383168	1013448703	Softbank BB Corp.
1013448704	1013514239	Softbank BB Corp.
1013514240	1013579775	Softbank BB Corp.
1013579776	1013645311	Softbank BB Corp.
1013645312	1013710847	Softbank BB Corp.
1013710848	1013776383	Softbank BB Corp.
1013776384	1013841919	Softbank BB Corp.
1013841920	1013907455	Softbank BB Corp.
1013907456	1013972991	Softbank BB Corp.
1013972992	1014038527	Softbank BB Corp.
1014038528	1014104063	Softbank BB Corp.
1014104064	1014169599	Softbank BB Corp.
1014169600	1014235135	Softbank BB Corp.
1014235136	1014300671	Softbank BB Corp.
1014300672	1014366207	Softbank BB Corp.
1014366208	1014431743	Softbank BB Corp.
1014431744	1014497279	Softbank BB Corp.
1014497280	1014562815	Softbank BB Corp.
1014562816	1014628351	Softbank BB Corp.
1014628352	1014693887	Softbank BB Corp.
1014759424	1014824959	Softbank BB Corp.
1014824960	1014890495	Softbank BB Corp.
1014890496	1014956031	Softbank BB Corp.
1014956032	1015021567	Softbank BB Corp.
1015021568	1015087103	Softbank BB Corp.
1015021568	1017118719	Softbank BB Corp.
1015087104	1015152639	Softbank BB Corp.
1015152640	1015218175	Softbank BB Corp.
1015218176	1015283711	Softbank BB Corp.
1015283712	1015349247	Softbank BB Corp.
1015349248	1015414783	Softbank BB Corp.
1015414784	1015480319	Softbank BB Corp.
1015480320	1015545855	Softbank BB Corp.
1015545856	1015611391	Softbank BB Corp.
1015611392	1015676927	Softbank BB Corp.
1015676928	1015742463	Softbank BB Corp.
1015742464	1015807999	Softbank BB Corp.
1015808000	1015873535	Softbank BB Corp.
1015873536	1015939071	Softbank BB Corp.
1015939072	1016004607	Softbank BB Corp.
1016004608	1016070143	Softbank BB Corp.
1016070144	1016135679	Softbank BB Corp.
1016135680	1016201215	Softbank BB Corp.
1016201216	1016266751	Softbank BB Corp.
1016266752	1016332287	Softbank BB Corp.
1016332288	1016397823	Softbank BB Corp.
1016397824	1016463359	Softbank BB Corp.
1016463360	1016528895	Softbank BB Corp.
1016528896	1016594431	Softbank BB Corp.
1016594432	1016659967	Softbank BB Corp.
1016659968	1016725503	Softbank BB Corp.
1016725504	1016791039	Softbank BB Corp.
